Council area,Year,Sex,Age,Population
Falkirk,2019,Female,52,1304
Falkirk,2019,Female,53,1316
Falkirk,2019,Female,54,1238
Falkirk,2019,Female,55,1262
Falkirk,2019,Female,56,1207
Falkirk,2019,Female,57,1235
Falkirk,2019,Female,58,1141
Falkirk,2019,Female,59,1117
Falkirk,2019,Female,60,1111
Falkirk,2019,Female,61,1077
Falkirk,2019,Female,62,1027
Falkirk,2019,Female,63,1019
Falkirk,2019,Female,64,966
Falkirk,2019,Female,65,921
Falkirk,2019,Female,66,935
Falkirk,2019,Female,67,884
Falkirk,2019,Female,68,996
Falkirk,2019,Female,69,927
Falkirk,2019,Female,70,932
Falkirk,2019,Female,71,930
Falkirk,2019,Female,72,977
Falkirk,2019,Female,73,737
Falkirk,2019,Female,74,709
Falkirk,2019,Female,75,720
Falkirk,2019,Female,76,637
Falkirk,2019,Female,77,628
Falkirk,2019,Female,78,550
Falkirk,2019,Female,79,581
Falkirk,2019,Female,80,606
Falkirk,2019,Female,81,514
Falkirk,2019,Female,82,494
Falkirk,2019,Female,83,429
Falkirk,2019,Female,84,391
Falkirk,2019,Female,85,333
Falkirk,2019,Female,86,315
Falkirk,2019,Female,87,280
Falkirk,2019,Female,88,239
Falkirk,2019,Female,89,198
Falkirk,2019,Female,90,773
Falkirk,2019,Male,0,765
Falkirk,2019,Male,1,820
Falkirk,2019,Male,2,773
Falkirk,2019,Male,3,928
Falkirk,2019,Male,4,881
Falkirk,2019,Male,5,887
Falkirk,2019,Male,6,886
Falkirk,2019,Male,7,987
Falkirk,2019,Male,8,992
Falkirk,2019,Male,9,967
Falkirk,2019,Male,10,958
Falkirk,2019,Male,11,922
Falkirk,2019,Male,12,989
Falkirk,2019,Male,13,900
Falkirk,2019,Male,14,946
Falkirk,2019,Male,15,871
Falkirk,2019,Male,16,866
Falkirk,2019,Male,17,873
Falkirk,2019,Male,18,864
Falkirk,2019,Male,19,962
Falkirk,2019,Male,20,954
Falkirk,2019,Male,21,937
Falkirk,2019,Male,22,911
Falkirk,2019,Male,23,954
Falkirk,2019,Male,24,953
Falkirk,2019,Male,25,873
Falkirk,2019,Male,26,950
Falkirk,2019,Male,27,921
Falkirk,2019,Male,28,982
Falkirk,2019,Male,29,982
Falkirk,2019,Male,30,930
Falkirk,2019,Male,31,943
Falkirk,2019,Male,32,902
Falkirk,2019,Male,33,961
Falkirk,2019,Male,34,1008
Falkirk,2019,Male,35,928
Falkirk,2019,Male,36,898
Falkirk,2019,Male,37,1024
Falkirk,2019,Male,38,1043
Falkirk,2019,Male,39,1033
Falkirk,2019,Male,40,1024
Falkirk,2019,Male,41,1005
Falkirk,2019,Male,42,979
Falkirk,2019,Male,43,983
Falkirk,2019,Male,44,1066
Falkirk,2019,Male,45,1051
Falkirk,2019,Male,46,1131
Falkirk,2019,Male,47,1210
Falkirk,2019,Male,48,1251
Falkirk,2019,Male,49,1260
Falkirk,2019,Male,50,1228
Falkirk,2019,Male,51,1222
Falkirk,2019,Male,52,1258
Falkirk,2019,Male,53,1200
Falkirk,2019,Male,54,1293
Falkirk,2019,Male,55,1260
Falkirk,2019,Male,56,1240
Falkirk,2019,Male,57,1170
Falkirk,2019,Male,58,1131
Falkirk,2019,Male,59,1089
Falkirk,2019,Male,60,1066
Falkirk,2019,Male,61,1054
Falkirk,2019,Male,62,990
Falkirk,2019,Male,63,915
Falkirk,2019,Male,64,838
Falkirk,2019,Male,65,856
Falkirk,2019,Male,66,861
Falkirk,2019,Male,67,810
Falkirk,2019,Male,68,840
Falkirk,2019,Male,69,863
Falkirk,2019,Male,70,857
Falkirk,2019,Male,71,874
Falkirk,2019,Male,72,997
Falkirk,2019,Male,73,653
Falkirk,2019,Male,74,633
Falkirk,2019,Male,75,608
Falkirk,2019,Male,76,592
Falkirk,2019,Male,77,473
Falkirk,2019,Male,78,450
Falkirk,2019,Male,79,432
Falkirk,2019,Male,80,425
Falkirk,2019,Male,81,370
Falkirk,2019,Male,82,331
Falkirk,2019,Male,83,304
Falkirk,2019,Male,84,301
Falkirk,2019,Male,85,262
Falkirk,2019,Male,86,200
Falkirk,2019,Male,87,171
Falkirk,2019,Male,88,154
Falkirk,2019,Male,89,117
Falkirk,2019,Male,90,379
Fife,2019,Female,0,1691
Fife,2019,Female,1,1732
Fife,2019,Female,2,1742
Fife,2019,Female,3,1890
Fife,2019,Female,4,2005
Fife,2019,Female,5,1932
Fife,2019,Female,6,2000
Fife,2019,Female,7,2044
Fife,2019,Female,8,2169
Fife,2019,Female,9,2061
Fife,2019,Female,10,2162
Fife,2019,Female,11,2123
Fife,2019,Female,12,2006
Fife,2019,Female,13,2045
Fife,2019,Female,14,1918
Fife,2019,Female,15,1906
Fife,2019,Female,16,1857
Fife,2019,Female,17,1793
Fife,2019,Female,18,2026
Fife,2019,Female,19,2294
Fife,2019,Female,20,2418
Fife,2019,Female,21,2367
Fife,2019,Female,22,2431
Fife,2019,Female,23,2306
Fife,2019,Female,24,2246
Fife,2019,Female,25,2263
Fife,2019,Female,26,2285
Fife,2019,Female,27,2275
Fife,2019,Female,28,2292
Fife,2019,Female,29,2263
Fife,2019,Female,30,2305
Fife,2019,Female,31,2286
Fife,2019,Female,32,2259
Fife,2019,Female,33,2233
Fife,2019,Female,34,2233
Fife,2019,Female,35,2160
Fife,2019,Female,36,2309
Fife,2019,Female,37,2239
Fife,2019,Female,38,2370
Fife,2019,Female,39,2350
Fife,2019,Female,40,2310
Fife,2019,Female,41,2133
Fife,2019,Female,42,2036
Fife,2019,Female,43,2249
Fife,2019,Female,44,2302
Fife,2019,Female,45,2247
Fife,2019,Female,46,2436
Fife,2019,Female,47,2641
Fife,2019,Female,48,2815
Fife,2019,Female,49,2685
Fife,2019,Female,50,2842
Fife,2019,Female,51,2905
Fife,2019,Female,52,2803
Fife,2019,Female,53,2894
Fife,2019,Female,54,2967
Fife,2019,Female,55,2931
Fife,2019,Female,56,2912
Fife,2019,Female,57,2815
Fife,2019,Female,58,2647
Fife,2019,Female,59,2690
Fife,2019,Female,60,2715
Fife,2019,Female,61,2623
Fife,2019,Female,62,2438
Fife,2019,Female,63,2445
Fife,2019,Female,64,2325
Fife,2019,Female,65,2328
Fife,2019,Female,66,2276
Fife,2019,Female,67,2231
Fife,2019,Female,68,2257
Fife,2019,Female,69,2272
Fife,2019,Female,70,2358
Fife,2019,Female,71,2458
Fife,2019,Female,72,2633
Fife,2019,Female,73,1902
Fife,2019,Female,74,1856
Fife,2019,Female,75,1891
Fife,2019,Female,76,1703
Fife,2019,Female,77,1565
Fife,2019,Female,78,1359
Fife,2019,Female,79,1405
Fife,2019,Female,80,1304
Fife,2019,Female,81,1240
Fife,2019,Female,82,1201
Fife,2019,Female,83,1122
Fife,2019,Female,84,962
Fife,2019,Female,85,886
Fife,2019,Female,86,804
Fife,2019,Female,87,688
Fife,2019,Female,88,612
Fife,2019,Female,89,562
Fife,2019,Female,90,2169
Fife,2019,Male,0,1731
Fife,2019,Male,1,1818
Fife,2019,Male,2,1930
Fife,2019,Male,3,1964
Fife,2019,Male,4,2038
Fife,2019,Male,5,2103
Fife,2019,Male,6,2134
Fife,2019,Male,7,2180
Fife,2019,Male,8,2299
Fife,2019,Male,9,2254
Fife,2019,Male,10,2205
Fife,2019,Male,11,2200
Fife,2019,Male,12,2069
Fife,2019,Male,13,2080
Fife,2019,Male,14,2074
Fife,2019,Male,15,2047
Fife,2019,Male,16,1950
Fife,2019,Male,17,1896
Fife,2019,Male,18,2154
Fife,2019,Male,19,2357
Fife,2019,Male,20,2586
Fife,2019,Male,21,2381
Fife,2019,Male,22,2380
Fife,2019,Male,23,2357
Fife,2019,Male,24,2262
Fife,2019,Male,25,2306
Fife,2019,Male,26,2211
Fife,2019,Male,27,2259
Fife,2019,Male,28,2147
Fife,2019,Male,29,2136
Fife,2019,Male,30,2152
Fife,2019,Male,31,2077
Fife,2019,Male,32,1957
Fife,2019,Male,33,2061
Fife,2019,Male,34,1989
Fife,2019,Male,35,2006
Fife,2019,Male,36,2021
Fife,2019,Male,37,2225
Fife,2019,Male,38,2168
Fife,2019,Male,39,2133
Fife,2019,Male,40,2161
Fife,2019,Male,41,1971
Fife,2019,Male,42,2082
Fife,2019,Male,43,2084
Fife,2019,Male,44,2086
Fife,2019,Male,45,2241
Fife,2019,Male,46,2337
Fife,2019,Male,47,2431
Fife,2019,Male,48,2557
Fife,2019,Male,49,2512
Fife,2019,Male,50,2694
Fife,2019,Male,51,2728
Fife,2019,Male,52,2870
Fife,2019,Male,53,2605
Fife,2019,Male,54,2745
Fife,2019,Male,55,2706
Fife,2019,Male,56,2633
Fife,2019,Male,57,2606
Fife,2019,Male,58,2612
Fife,2019,Male,59,2674
Fife,2019,Male,60,2477
Fife,2019,Male,61,2457
Fife,2019,Male,62,2421
Fife,2019,Male,63,2254
Fife,2019,Male,64,2193
Fife,2019,Male,65,2216
Fife,2019,Male,66,2036
Fife,2019,Male,67,1998
Fife,2019,Male,68,2098
Fife,2019,Male,69,2059
Fife,2019,Male,70,2113
Fife,2019,Male,71,2205
Fife,2019,Male,72,2466
Fife,2019,Male,73,1776
Fife,2019,Male,74,1693
Fife,2019,Male,75,1579
Fife,2019,Male,76,1474
Fife,2019,Male,77,1376
Fife,2019,Male,78,1128
Fife,2019,Male,79,1107
Fife,2019,Male,80,1073
Fife,2019,Male,81,970
Fife,2019,Male,82,863
Fife,2019,Male,83,787
Fife,2019,Male,84,711
Fife,2019,Male,85,589
Fife,2019,Male,86,542
Fife,2019,Male,87,451
Fife,2019,Male,88,357
Fife,2019,Male,89,288
Fife,2019,Male,90,1025
Glasgow City,2019,Female,0,3290
Glasgow City,2019,Female,1,3173
Glasgow City,2019,Female,2,3204
Glasgow City,2019,Female,3,3265
Glasgow City,2019,Female,4,3265
Glasgow City,2019,Female,5,3291
Glasgow City,2019,Female,6,3280
Glasgow City,2019,Female,7,3355
Glasgow City,2019,Female,8,3382
Glasgow City,2019,Female,9,2993
Glasgow City,2019,Female,10,3041
Glasgow City,2019,Female,11,2940
Glasgow City,2019,Female,12,2834
Glasgow City,2019,Female,13,2641
Glasgow City,2019,Female,14,2657
Glasgow City,2019,Female,15,2589
Glasgow City,2019,Female,16,2637
Glasgow City,2019,Female,17,2641
Glasgow City,2019,Female,18,3296
Glasgow City,2019,Female,19,4022
Glasgow City,2019,Female,20,4786
Glasgow City,2019,Female,21,5192
Glasgow City,2019,Female,22,5661
Glasgow City,2019,Female,23,6022
Glasgow City,2019,Female,24,6040
Glasgow City,2019,Female,25,6108
Glasgow City,2019,Female,26,6803
Glasgow City,2019,Female,27,7404
Glasgow City,2019,Female,28,7166
Glasgow City,2019,Female,29,6765
Glasgow City,2019,Female,30,6681
Glasgow City,2019,Female,31,6252
Glasgow City,2019,Female,32,5982
Glasgow City,2019,Female,33,5518
Glasgow City,2019,Female,34,5388
Glasgow City,2019,Female,35,4941
Glasgow City,2019,Female,36,4977
Glasgow City,2019,Female,37,4724
Glasgow City,2019,Female,38,4564
Glasgow City,2019,Female,39,4424
Glasgow City,2019,Female,40,4099
Glasgow City,2019,Female,41,3760
Glasgow City,2019,Female,42,3421
Glasgow City,2019,Female,43,3680
Glasgow City,2019,Female,44,3507
Glasgow City,2019,Female,45,3450
Glasgow City,2019,Female,46,3671
Glasgow City,2019,Female,47,3835
Glasgow City,2019,Female,48,4036
Glasgow City,2019,Female,49,4092
Glasgow City,2019,Female,50,4306
Glasgow City,2019,Female,51,4339
Glasgow City,2019,Female,52,4092
Glasgow City,2019,Female,53,4276
Glasgow City,2019,Female,54,4368
Glasgow City,2019,Female,55,4441
Glasgow City,2019,Female,56,4304
Glasgow City,2019,Female,57,4278
Glasgow City,2019,Female,58,4111
Glasgow City,2019,Female,59,3848
Glasgow City,2019,Female,60,3831
Glasgow City,2019,Female,61,3676
Glasgow City,2019,Female,62,3467
Glasgow City,2019,Female,63,3420
Glasgow City,2019,Female,64,3070
Glasgow City,2019,Female,65,2915
Glasgow City,2019,Female,66,2599
Glasgow City,2019,Female,67,2512
Glasgow City,2019,Female,68,2479
Glasgow City,2019,Female,69,2468
Glasgow City,2019,Female,70,2445
Glasgow City,2019,Female,71,2436
Glasgow City,2019,Female,72,2580
Glasgow City,2019,Female,73,1961
Glasgow City,2019,Female,74,1970
Glasgow City,2019,Female,75,1900
Glasgow City,2019,Female,76,1794
Glasgow City,2019,Female,77,1672
Glasgow City,2019,Female,78,1668
Glasgow City,2019,Female,79,1746
Glasgow City,2019,Female,80,1675
Glasgow City,2019,Female,81,1620
Glasgow City,2019,Female,82,1490
Glasgow City,2019,Female,83,1359
Glasgow City,2019,Female,84,1378
Glasgow City,2019,Female,85,1207
Glasgow City,2019,Female,86,1087
Glasgow City,2019,Female,87,1004
Glasgow City,2019,Female,88,901
Glasgow City,2019,Female,89,772
Glasgow City,2019,Female,90,2874
Glasgow City,2019,Male,0,3309
Glasgow City,2019,Male,1,3274
Glasgow City,2019,Male,2,3457
Glasgow City,2019,Male,3,3348
Glasgow City,2019,Male,4,3463
Glasgow City,2019,Male,5,3429
Glasgow City,2019,Male,6,3424
Glasgow City,2019,Male,7,3509
Glasgow City,2019,Male,8,3472
Glasgow City,2019,Male,9,3060
Glasgow City,2019,Male,10,3186
Glasgow City,2019,Male,11,3093
Glasgow City,2019,Male,12,2904
Glasgow City,2019,Male,13,2932
Glasgow City,2019,Male,14,2811
Glasgow City,2019,Male,15,2795
Glasgow City,2019,Male,16,2789
Glasgow City,2019,Male,17,2865
Glasgow City,2019,Male,18,3292
Glasgow City,2019,Male,19,4106
Glasgow City,2019,Male,20,4471
Glasgow City,2019,Male,21,4944
Glasgow City,2019,Male,22,5316
Glasgow City,2019,Male,23,5801
Glasgow City,2019,Male,24,5879
Glasgow City,2019,Male,25,6018
Glasgow City,2019,Male,26,6539
Glasgow City,2019,Male,27,7576
Glasgow City,2019,Male,28,7291
Glasgow City,2019,Male,29,6979
Glasgow City,2019,Male,30,6862
Glasgow City,2019,Male,31,6544
Glasgow City,2019,Male,32,6107
Glasgow City,2019,Male,33,6156
Glasgow City,2019,Male,34,5725
Glasgow City,2019,Male,35,5402
Glasgow City,2019,Male,36,5320
Glasgow City,2019,Male,37,5061
Glasgow City,2019,Male,38,4894
Glasgow City,2019,Male,39,4681
Glasgow City,2019,Male,40,4332
Glasgow City,2019,Male,41,3870
Glasgow City,2019,Male,42,3546
Glasgow City,2019,Male,43,3671
Glasgow City,2019,Male,44,3548
Glasgow City,2019,Male,45,3540
Glasgow City,2019,Male,46,3605
Glasgow City,2019,Male,47,3741
Glasgow City,2019,Male,48,3782
Glasgow City,2019,Male,49,3777
Glasgow City,2019,Male,50,3932
Glasgow City,2019,Male,51,3933
Glasgow City,2019,Male,52,3942
Glasgow City,2019,Male,53,3880
Glasgow City,2019,Male,54,3815
Glasgow City,2019,Male,55,3821
Glasgow City,2019,Male,56,3921
Glasgow City,2019,Male,57,3877
Glasgow City,2019,Male,58,3648
Glasgow City,2019,Male,59,3474
Glasgow City,2019,Male,60,3390
Glasgow City,2019,Male,61,3219
Glasgow City,2019,Male,62,3115
Glasgow City,2019,Male,63,3059
Glasgow City,2019,Male,64,2862
Glasgow City,2019,Male,65,2632
Glasgow City,2019,Male,66,2543
Glasgow City,2019,Male,67,2425
Glasgow City,2019,Male,68,2396
Glasgow City,2019,Male,69,2236
Glasgow City,2019,Male,70,2192
Glasgow City,2019,Male,71,2224
Glasgow City,2019,Male,72,2298
Glasgow City,2019,Male,73,1698
Glasgow City,2019,Male,74,1575
Glasgow City,2019,Male,75,1563
Glasgow City,2019,Male,76,1449
Glasgow City,2019,Male,77,1311
Glasgow City,2019,Male,78,1155
Glasgow City,2019,Male,79,1115
Glasgow City,2019,Male,80,1066
Glasgow City,2019,Male,81,976
Glasgow City,2019,Male,82,938
Glasgow City,2019,Male,83,776
Glasgow City,2019,Male,84,727
Glasgow City,2019,Male,85,571
Glasgow City,2019,Male,86,559
Glasgow City,2019,Male,87,481
Glasgow City,2019,Male,88,416
Glasgow City,2019,Male,89,320
Glasgow City,2019,Male,90,1010
Highland,2019,Female,0,922
Highland,2019,Female,1,1040
Highland,2019,Female,2,1036
Highland,2019,Female,3,1106
Highland,2019,Female,4,1191
Highland,2019,Female,5,1096
Highland,2019,Female,6,1221
Highland,2019,Female,7,1222
Highland,2019,Female,8,1248
Highland,2019,Female,9,1233
Highland,2019,Female,10,1265
Highland,2019,Female,11,1313
Highland,2019,Female,12,1273
Highland,2019,Female,13,1277
Highland,2019,Female,14,1252
Highland,2019,Female,15,1274
Highland,2019,Female,16,1245
Highland,2019,Female,17,1230
Highland,2019,Female,18,1101
Highland,2019,Female,19,957
Highland,2019,Female,20,1060
Highland,2019,Female,21,1043
Highland,2019,Female,22,1040
Highland,2019,Female,23,1081
Highland,2019,Female,24,1164
Highland,2019,Female,25,1282
Highland,2019,Female,26,1203
Highland,2019,Female,27,1166
Highland,2019,Female,28,1245
Highland,2019,Female,29,1229
Highland,2019,Female,30,1235
Highland,2019,Female,31,1325
Highland,2019,Female,32,1385
Highland,2019,Female,33,1354
Highland,2019,Female,34,1416
Highland,2019,Female,35,1432
Highland,2019,Female,36,1465
Highland,2019,Female,37,1509
Highland,2019,Female,38,1470
Highland,2019,Female,39,1438
Highland,2019,Female,40,1362
Highland,2019,Female,41,1265
Highland,2019,Female,42,1283
Highland,2019,Female,43,1402
Highland,2019,Female,44,1451
Highland,2019,Female,45,1458
Highland,2019,Female,46,1582
Highland,2019,Female,47,1713
Highland,2019,Female,48,1778
Highland,2019,Female,49,1803
Highland,2019,Female,50,1819
Highland,2019,Female,51,1914
Highland,2019,Female,52,1818
Highland,2019,Female,53,1931
Highland,2019,Female,54,2076
Highland,2019,Female,55,2079
Highland,2019,Female,56,1856
Highland,2019,Female,57,1829
Highland,2019,Female,58,1928
Highland,2019,Female,59,1764
Highland,2019,Female,60,1816
Highland,2019,Female,61,1783
Highland,2019,Female,62,1670
Highland,2019,Female,63,1688
Highland,2019,Female,64,1589
Highland,2019,Female,65,1628
Highland,2019,Female,66,1640
Highland,2019,Female,67,1555
Highland,2019,Female,68,1542
Highland,2019,Female,69,1536
Highland,2019,Female,70,1561
Highland,2019,Female,71,1612
Highland,2019,Female,72,1680
Highland,2019,Female,73,1284
Highland,2019,Female,74,1139
Highland,2019,Female,75,1255
Highland,2019,Female,76,1246
Highland,2019,Female,77,1046
Highland,2019,Female,78,980
Highland,2019,Female,79,954
Highland,2019,Female,80,906
Highland,2019,Female,81,864
Highland,2019,Female,82,746
Highland,2019,Female,83,778
Highland,2019,Female,84,682
Highland,2019,Female,85,611
Highland,2019,Female,86,559
Highland,2019,Female,87,521
Highland,2019,Female,88,439
Highland,2019,Female,89,364
Highland,2019,Female,90,1437
Highland,2019,Male,0,1049
Highland,2019,Male,1,1042
Highland,2019,Male,2,1130
Highland,2019,Male,3,1193
Highland,2019,Male,4,1230
Highland,2019,Male,5,1210
Highland,2019,Male,6,1203
Highland,2019,Male,7,1288
Highland,2019,Male,8,1323
Highland,2019,Male,9,1263
Highland,2019,Male,10,1447
Highland,2019,Male,11,1382
Highland,2019,Male,12,1353
Highland,2019,Male,13,1338
Highland,2019,Male,14,1353
Highland,2019,Male,15,1263
Highland,2019,Male,16,1241
Highland,2019,Male,17,1287
Highland,2019,Male,18,1297
Highland,2019,Male,19,1187
Highland,2019,Male,20,1296
Highland,2019,Male,21,1219
Highland,2019,Male,22,1233
Highland,2019,Male,23,1223
Highland,2019,Male,24,1335
Highland,2019,Male,25,1333
Highland,2019,Male,26,1210
Highland,2019,Male,27,1233
Highland,2019,Male,28,1264
Highland,2019,Male,29,1202
Highland,2019,Male,30,1224
Highland,2019,Male,31,1299
Highland,2019,Male,32,1311
Highland,2019,Male,33,1376
Highland,2019,Male,34,1324
Highland,2019,Male,35,1394
Highland,2019,Male,36,1239
Highland,2019,Male,37,1328
Highland,2019,Male,38,1492
Highland,2019,Male,39,1383
Highland,2019,Male,40,1355
Highland,2019,Male,41,1262
Highland,2019,Male,42,1209
Highland,2019,Male,43,1300
Highland,2019,Male,44,1326
Highland,2019,Male,45,1284
Highland,2019,Male,46,1423
Highland,2019,Male,47,1484
Highland,2019,Male,48,1640
Highland,2019,Male,49,1565
Highland,2019,Male,50,1609
Highland,2019,Male,51,1761
Highland,2019,Male,52,1806
Highland,2019,Male,53,1880
Highland,2019,Male,54,1873
Highland,2019,Male,55,1841
Highland,2019,Male,56,1816
