Council area,Year,Sex,Age,Population
Scotland,2019,Female,46,35671
Scotland,2019,Female,47,38220
Scotland,2019,Female,48,39969
Scotland,2019,Female,49,39278
Scotland,2019,Female,50,40785
Scotland,2019,Female,51,41473
Scotland,2019,Female,52,41221
Scotland,2019,Female,53,41241
Scotland,2019,Female,54,42430
Scotland,2019,Female,55,42245
Scotland,2019,Female,56,41909
Scotland,2019,Female,57,40514
Scotland,2019,Female,58,39564
Scotland,2019,Female,59,38116
Scotland,2019,Female,60,37971
Scotland,2019,Female,61,36854
Scotland,2019,Female,62,35598
Scotland,2019,Female,63,34439
Scotland,2019,Female,64,32979
Scotland,2019,Female,65,32241
Scotland,2019,Female,66,31538
Scotland,2019,Female,67,30335
Scotland,2019,Female,68,30482
Scotland,2019,Female,69,30388
Scotland,2019,Female,70,30897
Scotland,2019,Female,71,31711
Scotland,2019,Female,72,34215
Scotland,2019,Female,73,25481
Scotland,2019,Female,74,24213
Scotland,2019,Female,75,24270
Scotland,2019,Female,76,23327
Scotland,2019,Female,77,21360
Scotland,2019,Female,78,19566
Scotland,2019,Female,79,19542
Scotland,2019,Female,80,18728
Scotland,2019,Female,81,17788
Scotland,2019,Female,82,16665
Scotland,2019,Female,83,15555
Scotland,2019,Female,84,14223
Scotland,2019,Female,85,12865
Scotland,2019,Female,86,11405
Scotland,2019,Female,87,10617
Scotland,2019,Female,88,9213
Scotland,2019,Female,89,7847
Scotland,2019,Female,90,30247
Scotland,2019,Male,0,26138
Scotland,2019,Male,1,27059
Scotland,2019,Male,2,28045
Scotland,2019,Male,3,29267
Scotland,2019,Male,4,29473
Scotland,2019,Male,5,29750
Scotland,2019,Male,6,30203
Scotland,2019,Male,7,31168
Scotland,2019,Male,8,31913
Scotland,2019,Male,9,30263
Scotland,2019,Male,10,31119
Scotland,2019,Male,11,30969
Scotland,2019,Male,12,29924
Scotland,2019,Male,13,29231
Scotland,2019,Male,14,29244
Scotland,2019,Male,15,28678
Scotland,2019,Male,16,27624
Scotland,2019,Male,17,27457
Scotland,2019,Male,18,28903
Scotland,2019,Male,19,31510
Scotland,2019,Male,20,33412
Scotland,2019,Male,21,34303
Scotland,2019,Male,22,35814
Scotland,2019,Male,23,36286
Scotland,2019,Male,24,36251
Scotland,2019,Male,25,36890
Scotland,2019,Male,26,37228
Scotland,2019,Male,27,39349
Scotland,2019,Male,28,39702
Scotland,2019,Male,29,37976
Scotland,2019,Male,30,37656
Scotland,2019,Male,31,37555
Scotland,2019,Male,32,36029
Scotland,2019,Male,33,36090
Scotland,2019,Male,34,35305
Scotland,2019,Male,35,34205
Scotland,2019,Male,36,34472
Scotland,2019,Male,37,34755
Scotland,2019,Male,38,34853
Scotland,2019,Male,39,34339
Scotland,2019,Male,40,33353
Scotland,2019,Male,41,30309
Scotland,2019,Male,42,30279
Scotland,2019,Male,43,31511
Scotland,2019,Male,44,31338
Scotland,2019,Male,45,32217
Scotland,2019,Male,46,34006
Scotland,2019,Male,47,35622
Scotland,2019,Male,48,36697
Scotland,2019,Male,49,36270
Scotland,2019,Male,50,37782
Scotland,2019,Male,51,38446
Scotland,2019,Male,52,39141
Scotland,2019,Male,53,38547
Scotland,2019,Male,54,40024
Scotland,2019,Male,55,39184
Scotland,2019,Male,56,39315
Scotland,2019,Male,57,38548
Scotland,2019,Male,58,37472
Scotland,2019,Male,59,36256
Scotland,2019,Male,60,35533
Scotland,2019,Male,61,34534
Scotland,2019,Male,62,33646
Scotland,2019,Male,63,32428
Scotland,2019,Male,64,30711
Scotland,2019,Male,65,30358
Scotland,2019,Male,66,29455
Scotland,2019,Male,67,28260
Scotland,2019,Male,68,28175
Scotland,2019,Male,69,28212
Scotland,2019,Male,70,28497
Scotland,2019,Male,71,29071
Scotland,2019,Male,72,30844
Scotland,2019,Male,73,22913
Scotland,2019,Male,74,21014
Scotland,2019,Male,75,21118
Scotland,2019,Male,76,19268
Scotland,2019,Male,77,17046
Scotland,2019,Male,78,15232
Scotland,2019,Male,79,15222
Scotland,2019,Male,80,14311
Scotland,2019,Male,81,13403
Scotland,2019,Male,82,11771
Scotland,2019,Male,83,10682
Scotland,2019,Male,84,9681
Scotland,2019,Male,85,8261
Scotland,2019,Male,86,7296
Scotland,2019,Male,87,6384
Scotland,2019,Male,88,5356
Scotland,2019,Male,89,4185
Scotland,2019,Male,90,13411
Scottish Borders,2019,Female,0,448
Scottish Borders,2019,Female,1,492
Scottish Borders,2019,Female,2,513
Scottish Borders,2019,Female,3,564
Scottish Borders,2019,Female,4,590
Scottish Borders,2019,Female,5,612
Scottish Borders,2019,Female,6,620
Scottish Borders,2019,Female,7,609
Scottish Borders,2019,Female,8,578
Scottish Borders,2019,Female,9,594
Scottish Borders,2019,Female,10,617
Scottish Borders,2019,Female,11,671
Scottish Borders,2019,Female,12,633
Scottish Borders,2019,Female,13,586
Scottish Borders,2019,Female,14,619
Scottish Borders,2019,Female,15,603
Scottish Borders,2019,Female,16,533
Scottish Borders,2019,Female,17,602
Scottish Borders,2019,Female,18,546
Scottish Borders,2019,Female,19,570
Scottish Borders,2019,Female,20,485
Scottish Borders,2019,Female,21,514
Scottish Borders,2019,Female,22,594
Scottish Borders,2019,Female,23,546
Scottish Borders,2019,Female,24,530
Scottish Borders,2019,Female,25,528
Scottish Borders,2019,Female,26,564
Scottish Borders,2019,Female,27,521
Scottish Borders,2019,Female,28,504
Scottish Borders,2019,Female,29,539
Scottish Borders,2019,Female,30,514
Scottish Borders,2019,Female,31,512
Scottish Borders,2019,Female,32,556
Scottish Borders,2019,Female,33,574
Scottish Borders,2019,Female,34,597
Scottish Borders,2019,Female,35,606
Scottish Borders,2019,Female,36,647
Scottish Borders,2019,Female,37,642
Scottish Borders,2019,Female,38,598
Scottish Borders,2019,Female,39,649
Scottish Borders,2019,Female,40,576
Scottish Borders,2019,Female,41,550
Scottish Borders,2019,Female,42,573
Scottish Borders,2019,Female,43,654
Scottish Borders,2019,Female,44,706
Scottish Borders,2019,Female,45,748
Scottish Borders,2019,Female,46,779
Scottish Borders,2019,Female,47,896
Scottish Borders,2019,Female,48,907
Scottish Borders,2019,Female,49,885
Scottish Borders,2019,Female,50,941
Scottish Borders,2019,Female,51,925
Scottish Borders,2019,Female,52,979
Scottish Borders,2019,Female,53,992
Scottish Borders,2019,Female,54,953
Scottish Borders,2019,Female,55,982
Scottish Borders,2019,Female,56,997
Scottish Borders,2019,Female,57,901
Scottish Borders,2019,Female,58,914
Scottish Borders,2019,Female,59,935
Scottish Borders,2019,Female,60,945
Scottish Borders,2019,Female,61,915
Scottish Borders,2019,Female,62,912
Scottish Borders,2019,Female,63,837
Scottish Borders,2019,Female,64,879
Scottish Borders,2019,Female,65,810
Scottish Borders,2019,Female,66,827
Scottish Borders,2019,Female,67,774
Scottish Borders,2019,Female,68,815
Scottish Borders,2019,Female,69,838
Scottish Borders,2019,Female,70,835
Scottish Borders,2019,Female,71,868
Scottish Borders,2019,Female,72,995
Scottish Borders,2019,Female,73,691
Scottish Borders,2019,Female,74,672
Scottish Borders,2019,Female,75,679
Scottish Borders,2019,Female,76,649
Scottish Borders,2019,Female,77,557
Scottish Borders,2019,Female,78,517
Scottish Borders,2019,Female,79,537
Scottish Borders,2019,Female,80,519
Scottish Borders,2019,Female,81,459
Scottish Borders,2019,Female,82,460
Scottish Borders,2019,Female,83,364
Scottish Borders,2019,Female,84,366
Scottish Borders,2019,Female,85,340
Scottish Borders,2019,Female,86,301
Scottish Borders,2019,Female,87,259
Scottish Borders,2019,Female,88,235
Scottish Borders,2019,Female,89,196
Scottish Borders,2019,Female,90,723
Scottish Borders,2019,Male,0,502
Scottish Borders,2019,Male,1,559
Scottish Borders,2019,Male,2,522
Scottish Borders,2019,Male,3,582
Scottish Borders,2019,Male,4,535
Scottish Borders,2019,Male,5,644
Scottish Borders,2019,Male,6,657
Scottish Borders,2019,Male,7,642
Scottish Borders,2019,Male,8,685
Scottish Borders,2019,Male,9,600
Scottish Borders,2019,Male,10,654
Scottish Borders,2019,Male,11,598
Scottish Borders,2019,Male,12,597
Scottish Borders,2019,Male,13,651
Scottish Borders,2019,Male,14,623
Scottish Borders,2019,Male,15,623
Scottish Borders,2019,Male,16,604
Scottish Borders,2019,Male,17,587
Scottish Borders,2019,Male,18,589
Scottish Borders,2019,Male,19,548
Scottish Borders,2019,Male,20,581
Scottish Borders,2019,Male,21,542
Scottish Borders,2019,Male,22,568
Scottish Borders,2019,Male,23,604
Scottish Borders,2019,Male,24,568
Scottish Borders,2019,Male,25,552
Scottish Borders,2019,Male,26,526
Scottish Borders,2019,Male,27,490
Scottish Borders,2019,Male,28,454
Scottish Borders,2019,Male,29,533
Scottish Borders,2019,Male,30,497
Scottish Borders,2019,Male,31,531
Scottish Borders,2019,Male,32,471
Scottish Borders,2019,Male,33,516
Scottish Borders,2019,Male,34,515
Scottish Borders,2019,Male,35,515
Scottish Borders,2019,Male,36,497
Scottish Borders,2019,Male,37,541
Scottish Borders,2019,Male,38,568
Scottish Borders,2019,Male,39,627
Scottish Borders,2019,Male,40,555
Scottish Borders,2019,Male,41,504
Scottish Borders,2019,Male,42,529
Scottish Borders,2019,Male,43,595
Scottish Borders,2019,Male,44,618
Scottish Borders,2019,Male,45,639
Scottish Borders,2019,Male,46,700
Scottish Borders,2019,Male,47,803
Scottish Borders,2019,Male,48,777
Scottish Borders,2019,Male,49,822
Scottish Borders,2019,Male,50,884
Scottish Borders,2019,Male,51,929
Scottish Borders,2019,Male,52,896
Scottish Borders,2019,Male,53,925
Scottish Borders,2019,Male,54,959
Scottish Borders,2019,Male,55,905
Scottish Borders,2019,Male,56,970
Scottish Borders,2019,Male,57,959
Scottish Borders,2019,Male,58,911
Scottish Borders,2019,Male,59,904
Scottish Borders,2019,Male,60,894
Scottish Borders,2019,Male,61,872
Scottish Borders,2019,Male,62,869
Scottish Borders,2019,Male,63,836
Scottish Borders,2019,Male,64,840
Scottish Borders,2019,Male,65,802
Scottish Borders,2019,Male,66,799
Scottish Borders,2019,Male,67,757
Scottish Borders,2019,Male,68,785
Scottish Borders,2019,Male,69,802
Scottish Borders,2019,Male,70,799
Scottish Borders,2019,Male,71,897
Scottish Borders,2019,Male,72,939
Scottish Borders,2019,Male,73,694
Scottish Borders,2019,Male,74,603
Scottish Borders,2019,Male,75,609
Scottish Borders,2019,Male,76,580
Scottish Borders,2019,Male,77,476
Scottish Borders,2019,Male,78,424
Scottish Borders,2019,Male,79,444
Scottish Borders,2019,Male,80,428
Scottish Borders,2019,Male,81,411
Scottish Borders,2019,Male,82,318
Scottish Borders,2019,Male,83,309
Scottish Borders,2019,Male,84,262
Scottish Borders,2019,Male,85,232
Scottish Borders,2019,Male,86,177
Scottish Borders,2019,Male,87,148
Scottish Borders,2019,Male,88,175
Scottish Borders,2019,Male,89,133
Scottish Borders,2019,Male,90,327
Shetland Islands,2019,Female,0,103
Shetland Islands,2019,Female,1,107
Shetland Islands,2019,Female,2,112
Shetland Islands,2019,Female,3,128
Shetland Islands,2019,Female,4,128
Shetland Islands,2019,Female,5,119
Shetland Islands,2019,Female,6,138
Shetland Islands,2019,Female,7,129
Shetland Islands,2019,Female,8,123
Shetland Islands,2019,Female,9,127
Shetland Islands,2019,Female,10,142
Shetland Islands,2019,Female,11,113
Shetland Islands,2019,Female,12,132
Shetland Islands,2019,Female,13,171
Shetland Islands,2019,Female,14,114
Shetland Islands,2019,Female,15,112
Shetland Islands,2019,Female,16,122
Shetland Islands,2019,Female,17,108
Shetland Islands,2019,Female,18,113
Shetland Islands,2019,Female,19,101
Shetland Islands,2019,Female,20,91
Shetland Islands,2019,Female,21,98
Shetland Islands,2019,Female,22,108
Shetland Islands,2019,Female,23,104
Shetland Islands,2019,Female,24,116
Shetland Islands,2019,Female,25,109
Shetland Islands,2019,Female,26,115
Shetland Islands,2019,Female,27,120
Shetland Islands,2019,Female,28,141
Shetland Islands,2019,Female,29,137
Shetland Islands,2019,Female,30,125
Shetland Islands,2019,Female,31,134
Shetland Islands,2019,Female,32,157
Shetland Islands,2019,Female,33,123
Shetland Islands,2019,Female,34,130
Shetland Islands,2019,Female,35,126
Shetland Islands,2019,Female,36,122
Shetland Islands,2019,Female,37,129
Shetland Islands,2019,Female,38,160
Shetland Islands,2019,Female,39,136
Shetland Islands,2019,Female,40,129
Shetland Islands,2019,Female,41,118
Shetland Islands,2019,Female,42,159
Shetland Islands,2019,Female,43,125
Shetland Islands,2019,Female,44,131
Shetland Islands,2019,Female,45,151
Shetland Islands,2019,Female,46,149
Shetland Islands,2019,Female,47,155
Shetland Islands,2019,Female,48,186
Shetland Islands,2019,Female,49,171
Shetland Islands,2019,Female,50,161
Shetland Islands,2019,Female,51,173
Shetland Islands,2019,Female,52,164
Shetland Islands,2019,Female,53,158
Shetland Islands,2019,Female,54,160
Shetland Islands,2019,Female,55,188
Shetland Islands,2019,Female,56,173
Shetland Islands,2019,Female,57,166
Shetland Islands,2019,Female,58,168
Shetland Islands,2019,Female,59,149
Shetland Islands,2019,Female,60,130
Shetland Islands,2019,Female,61,148
Shetland Islands,2019,Female,62,150
Shetland Islands,2019,Female,63,162
Shetland Islands,2019,Female,64,165
Shetland Islands,2019,Female,65,138
Shetland Islands,2019,Female,66,141
Shetland Islands,2019,Female,67,122
Shetland Islands,2019,Female,68,144
Shetland Islands,2019,Female,69,140
Shetland Islands,2019,Female,70,131
Shetland Islands,2019,Female,71,115
Shetland Islands,2019,Female,72,133
Shetland Islands,2019,Female,73,100
Shetland Islands,2019,Female,74,126
Shetland Islands,2019,Female,75,91
Shetland Islands,2019,Female,76,124
Shetland Islands,2019,Female,77,114
Shetland Islands,2019,Female,78,83
Shetland Islands,2019,Female,79,85
Shetland Islands,2019,Female,80,71
Shetland Islands,2019,Female,81,71
Shetland Islands,2019,Female,82,62
Shetland Islands,2019,Female,83,51
Shetland Islands,2019,Female,84,66
Shetland Islands,2019,Female,85,53
Shetland Islands,2019,Female,86,43
Shetland Islands,2019,Female,87,34
Shetland Islands,2019,Female,88,29
Shetland Islands,2019,Female,89,30
Shetland Islands,2019,Female,90,126
Shetland Islands,2019,Male,0,109
Shetland Islands,2019,Male,1,115
Shetland Islands,2019,Male,2,139
Shetland Islands,2019,Male,3,128
Shetland Islands,2019,Male,4,120
Shetland Islands,2019,Male,5,121
Shetland Islands,2019,Male,6,143
Shetland Islands,2019,Male,7,145
Shetland Islands,2019,Male,8,167
Shetland Islands,2019,Male,9,162
Shetland Islands,2019,Male,10,146
Shetland Islands,2019,Male,11,128
Shetland Islands,2019,Male,12,151
Shetland Islands,2019,Male,13,135
Shetland Islands,2019,Male,14,149
Shetland Islands,2019,Male,15,142
Shetland Islands,2019,Male,16,139
Shetland Islands,2019,Male,17,124
Shetland Islands,2019,Male,18,112
Shetland Islands,2019,Male,19,123
Shetland Islands,2019,Male,20,119
Shetland Islands,2019,Male,21,115
Shetland Islands,2019,Male,22,121
Shetland Islands,2019,Male,23,132
Shetland Islands,2019,Male,24,136
Shetland Islands,2019,Male,25,145
Shetland Islands,2019,Male,26,124
Shetland Islands,2019,Male,27,144
Shetland Islands,2019,Male,28,107
Shetland Islands,2019,Male,29,141
Shetland Islands,2019,Male,30,133
Shetland Islands,2019,Male,31,155
Shetland Islands,2019,Male,32,157
Shetland Islands,2019,Male,33,163
Shetland Islands,2019,Male,34,121
Shetland Islands,2019,Male,35,122
Shetland Islands,2019,Male,36,125
Shetland Islands,2019,Male,37,139
Shetland Islands,2019,Male,38,142
Shetland Islands,2019,Male,39,136
Shetland Islands,2019,Male,40,159
Shetland Islands,2019,Male,41,120
Shetland Islands,2019,Male,42,149
Shetland Islands,2019,Male,43,138
Shetland Islands,2019,Male,44,158
Shetland Islands,2019,Male,45,150
Shetland Islands,2019,Male,46,182
Shetland Islands,2019,Male,47,171
Shetland Islands,2019,Male,48,149
Shetland Islands,2019,Male,49,157
Shetland Islands,2019,Male,50,156
Shetland Islands,2019,Male,51,170
Shetland Islands,2019,Male,52,176
Shetland Islands,2019,Male,53,198
Shetland Islands,2019,Male,54,182
Shetland Islands,2019,Male,55,178
Shetland Islands,2019,Male,56,179
Shetland Islands,2019,Male,57,171
Shetland Islands,2019,Male,58,182
Shetland Islands,2019,Male,59,146
Shetland Islands,2019,Male,60,166
Shetland Islands,2019,Male,61,157
Shetland Islands,2019,Male,62,140
Shetland Islands,2019,Male,63,156
Shetland Islands,2019,Male,64,157
Shetland Islands,2019,Male,65,146
Shetland Islands,2019,Male,66,121
Shetland Islands,2019,Male,67,150
Shetland Islands,2019,Male,68,133
Shetland Islands,2019,Male,69,140
Shetland Islands,2019,Male,70,137
Shetland Islands,2019,Male,71,149
Shetland Islands,2019,Male,72,168
Shetland Islands,2019,Male,73,110
Shetland Islands,2019,Male,74,90
Shetland Islands,2019,Male,75,107
Shetland Islands,2019,Male,76,104
Shetland Islands,2019,Male,77,89
Shetland Islands,2019,Male,78,70
Shetland Islands,2019,Male,79,80
Shetland Islands,2019,Male,80,65
Shetland Islands,2019,Male,81,58
Shetland Islands,2019,Male,82,58
Shetland Islands,2019,Male,83,57
Shetland Islands,2019,Male,84,48
Shetland Islands,2019,Male,85,34
Shetland Islands,2019,Male,86,29
Shetland Islands,2019,Male,87,25
Shetland Islands,2019,Male,88,27
Shetland Islands,2019,Male,89,16
Shetland Islands,2019,Male,90,52
South Ayrshire,2019,Female,0,426
South Ayrshire,2019,Female,1,470
South Ayrshire,2019,Female,2,477
South Ayrshire,2019,Female,3,523
South Ayrshire,2019,Female,4,559
South Ayrshire,2019,Female,5,489
South Ayrshire,2019,Female,6,494
South Ayrshire,2019,Female,7,571
South Ayrshire,2019,Female,8,576
South Ayrshire,2019,Female,9,553
South Ayrshire,2019,Female,10,583
South Ayrshire,2019,Female,11,604
South Ayrshire,2019,Female,12,574
South Ayrshire,2019,Female,13,566
South Ayrshire,2019,Female,14,611
South Ayrshire,2019,Female,15,559
South Ayrshire,2019,Female,16,538
South Ayrshire,2019,Female,17,534
South Ayrshire,2019,Female,18,523
South Ayrshire,2019,Female,19,519
South Ayrshire,2019,Female,20,531
South Ayrshire,2019,Female,21,589
South Ayrshire,2019,Female,22,608
South Ayrshire,2019,Female,23,598
South Ayrshire,2019,Female,24,552
South Ayrshire,2019,Female,25,603
South Ayrshire,2019,Female,26,548
South Ayrshire,2019,Female,27,556
South Ayrshire,2019,Female,28,561
South Ayrshire,2019,Female,29,534
South Ayrshire,2019,Female,30,567
South Ayrshire,2019,Female,31,609
South Ayrshire,2019,Female,32,628
South Ayrshire,2019,Female,33,585
South Ayrshire,2019,Female,34,601
South Ayrshire,2019,Female,35,579
South Ayrshire,2019,Female,36,551
South Ayrshire,2019,Female,37,658
South Ayrshire,2019,Female,38,653
South Ayrshire,2019,Female,39,645
South Ayrshire,2019,Female,40,574
South Ayrshire,2019,Female,41,591
South Ayrshire,2019,Female,42,568
South Ayrshire,2019,Female,43,638
South Ayrshire,2019,Female,44,678
South Ayrshire,2019,Female,45,651
South Ayrshire,2019,Female,46,711
South Ayrshire,2019,Female,47,809
South Ayrshire,2019,Female,48,830
South Ayrshire,2019,Female,49,878
South Ayrshire,2019,Female,50,841
South Ayrshire,2019,Female,51,912
South Ayrshire,2019,Female,52,885
South Ayrshire,2019,Female,53,913
South Ayrshire,2019,Female,54,953
South Ayrshire,2019,Female,55,938
South Ayrshire,2019,Female,56,995
South Ayrshire,2019,Female,57,923
South Ayrshire,2019,Female,58,964
South Ayrshire,2019,Female,59,895
South Ayrshire,2019,Female,60,920
South Ayrshire,2019,Female,61,945
South Ayrshire,2019,Female,62,900
South Ayrshire,2019,Female,63,828
South Ayrshire,2019,Female,64,850
South Ayrshire,2019,Female,65,854
South Ayrshire,2019,Female,66,838
South Ayrshire,2019,Female,67,834
South Ayrshire,2019,Female,68,815
South Ayrshire,2019,Female,69,799
South Ayrshire,2019,Female,70,820
South Ayrshire,2019,Female,71,831
South Ayrshire,2019,Female,72,954
South Ayrshire,2019,Female,73,748
South Ayrshire,2019,Female,74,699
South Ayrshire,2019,Female,75,688
South Ayrshire,2019,Female,76,642
South Ayrshire,2019,Female,77,612
South Ayrshire,2019,Female,78,525
South Ayrshire,2019,Female,79,549
South Ayrshire,2019,Female,80,486
South Ayrshire,2019,Female,81,504
South Ayrshire,2019,Female,82,464
South Ayrshire,2019,Female,83,434
South Ayrshire,2019,Female,84,383
South Ayrshire,2019,Female,85,345
South Ayrshire,2019,Female,86,329
South Ayrshire,2019,Female,87,281
South Ayrshire,2019,Female,88,256
South Ayrshire,2019,Female,89,214
South Ayrshire,2019,Female,90,902
South Ayrshire,2019,Male,0,479
South Ayrshire,2019,Male,1,490
South Ayrshire,2019,Male,2,485
South Ayrshire,2019,Male,3,548
South Ayrshire,2019,Male,4,550
South Ayrshire,2019,Male,5,561
South Ayrshire,2019,Male,6,588
South Ayrshire,2019,Male,7,533
South Ayrshire,2019,Male,8,636
South Ayrshire,2019,Male,9,617
South Ayrshire,2019,Male,10,595
South Ayrshire,2019,Male,11,606
South Ayrshire,2019,Male,12,590
South Ayrshire,2019,Male,13,551
South Ayrshire,2019,Male,14,582
South Ayrshire,2019,Male,15,562
South Ayrshire,2019,Male,16,560
South Ayrshire,2019,Male,17,556
South Ayrshire,2019,Male,18,585
South Ayrshire,2019,Male,19,617
South Ayrshire,2019,Male,20,600
South Ayrshire,2019,Male,21,623
South Ayrshire,2019,Male,22,592
South Ayrshire,2019,Male,23,561
South Ayrshire,2019,Male,24,616
South Ayrshire,2019,Male,25,604
South Ayrshire,2019,Male,26,555
South Ayrshire,2019,Male,27,566
South Ayrshire,2019,Male,28,546
South Ayrshire,2019,Male,29,555
South Ayrshire,2019,Male,30,531
South Ayrshire,2019,Male,31,525
South Ayrshire,2019,Male,32,566
South Ayrshire,2019,Male,33,507
South Ayrshire,2019,Male,34,509
South Ayrshire,2019,Male,35,519
South Ayrshire,2019,Male,36,473
South Ayrshire,2019,Male,37,520
South Ayrshire,2019,Male,38,543
South Ayrshire,2019,Male,39,562
South Ayrshire,2019,Male,40,590
South Ayrshire,2019,Male,41,458
South Ayrshire,2019,Male,42,526
South Ayrshire,2019,Male,43,530
South Ayrshire,2019,Male,44,572
South Ayrshire,2019,Male,45,633
South Ayrshire,2019,Male,46,683
South Ayrshire,2019,Male,47,691
South Ayrshire,2019,Male,48,741
South Ayrshire,2019,Male,49,745
South Ayrshire,2019,Male,50,720
South Ayrshire,2019,Male,51,809
South Ayrshire,2019,Male,52,803
South Ayrshire,2019,Male,53,782
South Ayrshire,2019,Male,54,874
South Ayrshire,2019,Male,55,907
South Ayrshire,2019,Male,56,829
South Ayrshire,2019,Male,57,868
South Ayrshire,2019,Male,58,879
South Ayrshire,2019,Male,59,796
South Ayrshire,2019,Male,60,827
South Ayrshire,2019,Male,61,830
South Ayrshire,2019,Male,62,791
South Ayrshire,2019,Male,63,782
South Ayrshire,2019,Male,64,741
South Ayrshire,2019,Male,65,784
South Ayrshire,2019,Male,66,765
South Ayrshire,2019,Male,67,727
South Ayrshire,2019,Male,68,725
South Ayrshire,2019,Male,69,753
South Ayrshire,2019,Male,70,798
South Ayrshire,2019,Male,71,780
South Ayrshire,2019,Male,72,839
South Ayrshire,2019,Male,73,624
South Ayrshire,2019,Male,74,578
South Ayrshire,2019,Male,75,615
South Ayrshire,2019,Male,76,609
South Ayrshire,2019,Male,77,482
South Ayrshire,2019,Male,78,422
South Ayrshire,2019,Male,79,413
South Ayrshire,2019,Male,80,392
South Ayrshire,2019,Male,81,378
South Ayrshire,2019,Male,82,355
South Ayrshire,2019,Male,83,308
South Ayrshire,2019,Male,84,302
South Ayrshire,2019,Male,85,221
South Ayrshire,2019,Male,86,207
South Ayrshire,2019,Male,87,178
South Ayrshire,2019,Male,88,174
South Ayrshire,2019,Male,89,115
South Ayrshire,2019,Male,90,394
South Lanarkshire,2019,Female,0,1533
South Lanarkshire,2019,Female,1,1601
South Lanarkshire,2019,Female,2,1608
South Lanarkshire,2019,Female,3,1613
South Lanarkshire,2019,Female,4,1699
South Lanarkshire,2019,Female,5,1681
South Lanarkshire,2019,Female,6,1736
South Lanarkshire,2019,Female,7,1688
South Lanarkshire,2019,Female,8,1829
South Lanarkshire,2019,Female,9,1741
South Lanarkshire,2019,Female,10,1799
South Lanarkshire,2019,Female,11,1815
South Lanarkshire,2019,Female,12,1765
South Lanarkshire,2019,Female,13,1761
South Lanarkshire,2019,Female,14,1681
South Lanarkshire,2019,Female,15,1663
South Lanarkshire,2019,Female,16,1594
South Lanarkshire,2019,Female,17,1621
South Lanarkshire,2019,Female,18,1637
South Lanarkshire,2019,Female,19,1628
South Lanarkshire,2019,Female,20,1675
South Lanarkshire,2019,Female,21,1588
South Lanarkshire,2019,Female,22,1750
South Lanarkshire,2019,Female,23,1699
South Lanarkshire,2019,Female,24,1788
South Lanarkshire,2019,Female,25,1898
South Lanarkshire,2019,Female,26,1837
South Lanarkshire,2019,Female,27,1997
South Lanarkshire,2019,Female,28,1950
South Lanarkshire,2019,Female,29,1837
South Lanarkshire,2019,Female,30,1835
South Lanarkshire,2019,Female,31,1822
South Lanarkshire,2019,Female,32,1906
South Lanarkshire,2019,Female,33,2061
South Lanarkshire,2019,Female,34,2023
South Lanarkshire,2019,Female,35,2043
South Lanarkshire,2019,Female,36,2066
South Lanarkshire,2019,Female,37,2230
South Lanarkshire,2019,Female,38,2221
South Lanarkshire,2019,Female,39,2103
South Lanarkshire,2019,Female,40,2032
South Lanarkshire,2019,Female,41,2033
South Lanarkshire,2019,Female,42,1842
South Lanarkshire,2019,Female,43,1956
South Lanarkshire,2019,Female,44,2045
South Lanarkshire,2019,Female,45,2071
South Lanarkshire,2019,Female,46,2192
South Lanarkshire,2019,Female,47,2346
South Lanarkshire,2019,Female,48,2481
South Lanarkshire,2019,Female,49,2519
South Lanarkshire,2019,Female,50,2498
South Lanarkshire,2019,Female,51,2595
South Lanarkshire,2019,Female,52,2602
South Lanarkshire,2019,Female,53,2502
South Lanarkshire,2019,Female,54,2614
South Lanarkshire,2019,Female,55,2804
South Lanarkshire,2019,Female,56,2579
South Lanarkshire,2019,Female,57,2581
South Lanarkshire,2019,Female,58,2498
South Lanarkshire,2019,Female,59,2473
South Lanarkshire,2019,Female,60,2515
South Lanarkshire,2019,Female,61,2252
South Lanarkshire,2019,Female,62,2310
South Lanarkshire,2019,Female,63,2229
South Lanarkshire,2019,Female,64,2173
South Lanarkshire,2019,Female,65,2091
South Lanarkshire,2019,Female,66,1958
South Lanarkshire,2019,Female,67,1946
South Lanarkshire,2019,Female,68,1836
South Lanarkshire,2019,Female,69,1830
South Lanarkshire,2019,Female,70,1846
South Lanarkshire,2019,Female,71,1941
South Lanarkshire,2019,Female,72,2006
South Lanarkshire,2019,Female,73,1557
South Lanarkshire,2019,Female,74,1378
South Lanarkshire,2019,Female,75,1494
South Lanarkshire,2019,Female,76,1384
South Lanarkshire,2019,Female,77,1272
South Lanarkshire,2019,Female,78,1249
South Lanarkshire,2019,Female,79,1196
South Lanarkshire,2019,Female,80,1102
South Lanarkshire,2019,Female,81,1051
South Lanarkshire,2019,Female,82,987
South Lanarkshire,2019,Female,83,976
South Lanarkshire,2019,Female,84,849
South Lanarkshire,2019,Female,85,771
South Lanarkshire,2019,Female,86,712
South Lanarkshire,2019,Female,87,598
South Lanarkshire,2019,Female,88,560
South Lanarkshire,2019,Female,89,441
South Lanarkshire,2019,Female,90,1702
South Lanarkshire,2019,Male,0,1581
South Lanarkshire,2019,Male,1,1637
South Lanarkshire,2019,Male,2,1803
South Lanarkshire,2019,Male,3,1789
South Lanarkshire,2019,Male,4,1822
South Lanarkshire,2019,Male,5,1774
South Lanarkshire,2019,Male,6,1817
South Lanarkshire,2019,Male,7,1950
